County,Crime Rate per 100k,Murder,Rape,Robbery,Assault,Burglary,Larceny,MV Theft,Arson,Population
"Currituck County, NC",151.6642072,0,2,2,33,114,419,11,6,24396
"Spink County, SD",151.2859304,0,4,0,6,7,31,4,3,6610
"Sullivan County, NH",151.2190583,2,13,2,48,168,711,33,6,42984
"Lake County, IL",151.0627736,6,165,266,625,2474,9857,305,57,703019
"Union County, IA",150.9973774,0,0,0,19,43,100,7,0,12583
"DeSoto County, MS",150.9747979,2,43,57,152,932,2498,141,11,168240
"Burlington County, NJ",150.83023169999998,2,86,247,344,1938,5766,369,55,450838
"Lincoln County, ID",150.5174036,0,2,1,5,9,3,1,0,5315
"Montgomery County, MO",150.43877980000002,0,2,1,15,51,129,8,0,11965
"Paulding County, GA",150.3912896,1,18,32,170,687,2012,271,9,146950
"McLeod County, MN",150.34244669999998,1,23,1,29,97,577,25,5,35918
"Kerr County, TX",150.14113269999999,2,12,8,53,221,754,37,6,49953
"Jay County, IN",150.02344119999998,0,0,4,28,52,300,19,0,21330
"Marshall County, KS",149.970006,0,1,0,13,44,104,10,1,10002
"Latah County, ID",149.692736,0,9,4,44,164,648,30,4,38078
"Jackson County, KS",149.6333982,0,1,0,19,64,156,13,1,13366
"Johnson County, KS",149.2239824,8,130,126,582,1534,8912,964,87,566933
"Orleans County, NY",149.1653842,0,5,9,49,192,641,25,4,42235
"Simpson County, MS",149.0909091,0,1,5,35,133,196,23,2,27500
"Jackson County, GA",149.0727999,0,11,9,71,242,954,54,2,61044
"Grant County, IN",149.00326940000002,3,14,51,35,392,1336,96,10,69126
"Southampton County, VA",148.940865,0,3,4,20,94,226,34,2,18128
"Judith Basin County, MT",148.80952380000002,0,1,0,2,0,1,3,0,2016
"McPherson County, KS",148.80449119999997,1,8,2,33,313,421,26,4,29569
"Pennington County, MN",148.74628130000002,1,12,1,7,42,238,13,2,14118
"Culpeper County, VA",148.43524509999997,1,12,14,45,103,741,49,1,48506
"Concho County, TX",148.40465,0,0,0,6,4,1,0,0,4043
"Shelby County, OH",148.3981135,0,10,18,46,362,1119,38,14,49192
"Union County, OR",148.13659750000002,0,13,2,23,188,526,30,7,25652
"Bingham County, ID",147.93552659999997,0,16,5,45,212,506,39,4,45290
"Dickinson County, KS",147.8912744,0,4,1,24,158,304,22,1,19609
"Brazoria County, TX",147.7704229,8,66,91,323,1551,4488,289,28,330242
"Todd County, MN",147.64990569999998,0,10,1,25,89,250,14,1,24382
"Gasconade County, MO",147.6410979,0,0,1,21,74,187,18,3,14901
"Collin County, TX",147.640674,11,183,394,674,3489,12879,919,64,854778
"Marion County, IA",147.3595573,0,9,0,40,73,134,10,2,33252
"Pend Oreille County, WA",147.33250619999998,3,3,1,12,162,284,34,0,12896
"Young County, TX",147.21116619999998,0,8,1,18,130,315,14,5,18341
"Iowa County, IA",146.96876909999997,0,1,1,22,40,122,11,1,16330
"Grant County, WI",146.8601304,0,11,1,63,172,798,23,3,51069
"Prince William County, VA",146.8375211,2,48,214,380,944,5656,377,52,438580
"Perry County, MO",146.8120805,0,1,2,25,64,195,10,3,19072
"Jefferson County, PA",146.77756530000002,1,15,6,44,140,319,16,7,44966
"Chittenden County, VT",146.69466819999997,1,36,32,165,1013,3732,59,15,159515
"Washburn County, WI",146.627566,0,4,0,19,63,194,10,0,15686
"Brunswick County, NC",146.5728831,1,24,25,119,1341,1906,128,19,115301
"Jackson County, CO",146.5201465,0,0,0,2,2,4,0,0,1365
"Columbia County, WI",146.505922,0,15,3,65,224,685,27,4,56653
"Fulton County, AR",146.2938882,0,3,1,14,34,148,11,1,12304
"Wise County, TX",146.04768700000002,1,8,7,73,235,582,55,1,60939
"Bradford County, PA",146.02991210000002,0,25,5,61,284,880,55,15,62316
"Columbia County, OR",145.9143969,0,14,6,52,177,602,61,7,49344
"Transylvania County, NC",145.8833541,0,6,8,34,176,362,22,2,32903
"Greer County, OK",145.8434614,0,1,1,7,10,25,4,1,6171
"Gibson County, IN",145.7812686,0,5,2,43,84,390,22,5,33612
"Cassia County, ID",145.7288586,2,9,1,22,70,269,16,0,23331
"Charlevoix County, MI",145.4322783,0,25,0,13,60,314,9,2,26129
"Smyth County, VA",145.3304688,2,2,7,35,131,541,25,18,31652
"Madison County, TX",145.1273492,0,2,5,13,58,119,23,0,13781
"Logan County, KY",145.11087959999998,1,7,8,22,156,283,19,7,26876
"Colfax County, NM",145.10462809999999,0,3,3,13,168,153,15,4,13094
"Grundy County, MO",144.85755669999998,1,1,0,13,69,164,12,1,10355
"Sabine County, TX",144.7736705,0,2,5,8,40,81,3,2,10361
"Mason County, KY",144.69267280000003,0,6,5,14,139,395,16,3,17278
"Dallas County, IA",144.69259519999997,1,7,3,97,193,841,43,6,74641
"Monroe County, GA",144.5300919,0,2,6,31,126,359,37,4,26984
"San Juan County, CO",144.5086705,0,0,0,1,4,11,1,0,692
"Caledonia County, VT",144.4298232,1,4,6,34,256,396,22,3,31157
"Hot Springs County, WY",144.4192284,0,0,0,7,14,68,2,1,4847
"Jefferson Davis Parish, LA",143.7653749,0,7,11,27,97,507,36,1,31301
"Erath County, TX",143.7288819,0,11,3,43,217,661,31,3,39658
"York County, ME",143.4079957,6,61,54,165,1025,3405,135,39,199431
"Umatilla County, OR",143.37851930000002,4,14,18,74,569,1756,290,15,76720
"Choctaw County, MS",143.35204869999998,0,2,0,10,20,43,3,0,8371
"Williamson County, TX",143.0955343,3,98,126,447,1402,6826,277,33,471014
"Greensville County, VA",143.025408,0,1,0,16,35,78,6,1,11886
"Ellis County, TX",142.9707134,6,11,44,162,722,2616,152,18,155976
"Potter County, PA",142.8816369,1,10,0,14,89,89,12,0,17497
"Morgan County, WV",142.87347130000003,0,4,1,20,96,117,23,0,17498
"Story County, IA",142.84786699999998,0,46,8,78,449,1539,49,11,92406
"Jo Daviess County, IL",142.8125139,0,11,0,21,56,143,8,1,22407
"Benton County, MN",142.8061407,0,23,8,25,121,454,30,3,39214
"Lemhi County, ID",142.63485480000003,0,1,0,10,16,33,1,0,7712
"Stafford County, VA",142.5563646,1,23,41,130,227,1934,105,19,136788
"Power County, ID",142.5055059,0,1,0,10,14,84,6,0,7719
"Pontotoc County, MS",142.4086481,1,3,4,35,181,224,25,4,30897
"Island County, WA",142.130176,1,24,5,82,520,924,63,9,78801
"Goodhue County, MN",142.0454545,0,13,6,47,203,823,67,5,46464
"Sumter County, FL",141.9817666,0,16,17,119,321,559,45,1,107056
"Saline County, MO",141.9232754,1,3,3,26,111,337,21,2,23252
"Wabaunsee County, KS",141.82385480000002,0,1,0,9,13,34,12,9,7051
"Louisa County, IA",141.8188264,0,0,0,16,35,55,3,1,11282
"Rock County, NE",141.74344440000002,0,0,0,2,2,5,0,0,1411
"Hopkins County, KY",141.5276408,2,22,13,29,269,642,58,6,46634
"Wasco County, OR",141.3039212,2,4,11,19,161,629,43,3,25477
"Androscoggin County, ME",141.25868930000001,0,44,63,45,767,2407,99,22,107604
"Morrow County, OR",141.1432604,1,2,1,12,80,167,17,2,11336
"Johnson County, MO",141.097999,2,7,9,59,280,1033,71,6,54572
"Suffolk County, NY",141.09131059999999,23,52,745,1295,4349,21072,1178,155,1499738
"Fulton County, KY",140.9553641,0,2,4,2,36,104,4,1,6385
"Habersham County, GA",140.8775982,0,7,1,53,269,576,33,0,43300
"Chautauqua County, KS",140.7657658,0,0,0,4,19,29,2,1,3552
"Charles Mix County, SD",140.6774159,1,3,0,9,29,43,2,1,9241
"Stephens County, TX",140.586136,0,4,0,9,41,69,4,1,9247
"Gratiot County, MI",140.58330159999997,0,25,1,33,121,489,14,5,41968
"Bailey County, TX",140.56789430000003,1,1,1,7,77,106,6,0,7114
"Kiowa County, CO",140.54813769999998,0,0,0,2,0,0,1,0,1423
"Harrison County, KY",140.4039313,0,4,9,13,161,401,27,2,18518
"Franklin County, PA",140.05325969999998,5,35,47,126,494,1927,79,16,152085
"Clearwater County, ID",139.9090591,0,0,0,12,43,112,4,0,8577
"Orleans County, VT",139.8652876,0,13,0,25,174,273,25,3,27169
"Bell County, KY",139.8601399,0,5,22,13,167,787,41,4,27885
"Boone County, KY",139.8241751,3,47,64,60,627,2453,177,17,124442
"Burleson County, TX",139.7868251,1,7,2,14,61,125,14,0,17169
"Aitkin County, MN",139.75352560000002,0,8,2,12,181,246,29,0,15742
"Scioto County, OH",139.4700139,0,15,49,45,770,2046,114,23,78153
"St. John the Baptist Parish, LA",139.39352390000002,8,3,26,24,423,812,73,1,43761
"Sauk County, WI",139.3242773,1,21,7,59,225,1646,40,7,63162
"Towns County, GA",139.2628354,0,0,1,14,38,152,5,0,10771
"Latimer County, OK",139.21113689999999,0,1,0,14,22,48,17,5,10775
"Lee County, VA",138.9716101,1,1,11,22,115,311,2,6,25185
"Graves County, KY",138.8480948,6,10,7,29,215,242,40,2,37451
"Woodford County, KY",138.47675569999998,0,12,7,16,186,524,32,6,25275
"Wayne County, NY",138.41878169999998,1,20,17,90,431,1145,39,4,92473
"Archer County, TX",138.2329225,0,0,0,12,27,54,15,0,8681
"St. Charles County, MO",138.1544599,4,36,65,410,825,5761,184,42,373495
"Bureau County, IL",138.0079868,0,9,3,35,140,368,10,7,34056
"Anoka County, MN",137.83597519999998,1,112,88,267,1265,7687,358,34,339534
"Val Verde County, TX",137.7948707,1,0,10,56,207,624,18,8,48623
"Hardin County, IA",137.6067886,0,2,1,21,68,247,7,2,17441
"Ontario County, NY",137.4847621,2,36,22,90,434,1556,41,0,109103
"Isle of Wight County, VA",137.4242764,4,3,11,31,106,468,23,6,35656
"Allegany County, NY",137.1884679,2,9,3,52,217,585,20,2,48109
"Cheshire County, NH",137.0578253,0,14,18,73,220,1087,41,9,76610
"Lorain County, OH",137.0419414,5,53,175,182,2196,3263,192,50,302827
"Delaware County, NY",136.9804375,1,11,7,45,175,518,18,2,46722
"Benton County, IN",136.8769248,0,3,0,9,16,37,0,0,8767
"Clark County, KS",136.79890559999998,0,0,0,3,13,18,1,0,2193
"Cass County, MI",136.7751878,3,23,2,43,350,539,33,7,51910
"Greene County, NC",136.5862849,0,9,3,17,202,174,27,3,21232
"Idaho County, ID",136.5103003,0,0,0,22,48,81,7,1,16116
"Manitowoc County, WI",136.3850522,0,8,14,88,252,1258,47,4,80654
"Coal County, OK",136.3558889,0,2,0,6,22,49,5,1,5867
"Red River County, TX",136.3271852,0,1,3,13,105,101,11,0,12470
"Hale County, AL",136.3105284,0,3,2,16,66,67,14,1,15406
"Calhoun County, FL",136.2212233,0,2,0,18,33,75,6,0,14682
"Bollinger County, MO",136.1088871,1,1,0,15,42,81,2,0,12490
"Reeves County, TX",136.0544218,2,0,3,14,44,249,13,3,13965
"Charlton County, GA",135.79781210000002,0,2,1,15,45,141,7,2,13255
"Baca County, CO",135.7957632,0,0,0,5,2,10,0,0,3682
"Arlington County, VA",135.6122113,5,31,118,151,288,3804,257,4,224906
"Darke County, OH",135.558271,0,6,12,53,338,712,37,3,52376
"Avery County, NC",135.4937052,0,0,1,23,61,184,7,5,17713
"Rice County, MN",135.2826331,0,17,18,53,248,1029,41,21,65049
"Clay County, MN",135.1774616,0,22,5,55,191,916,38,18,60661
"Douglas County, OR",134.65494669999998,1,35,37,71,658,2349,187,29,106940
"Pike County, IN",134.0376882,1,0,0,16,37,240,9,0,12683
"Goliad County, TX",133.9584729,0,3,2,5,39,74,3,0,7465
"Walthall County, MS",133.949501,1,2,2,16,83,103,11,2,14931
"Dunn County, WI",133.72013959999998,0,6,1,52,126,588,32,1,44122
"Roger Mills County, OK",133.5826877,0,0,1,4,3,36,2,0,3743
"Washington County, ME",133.5818577,0,3,1,39,245,334,21,5,32190
"Lamar County, AL",133.4644563,0,2,2,14,32,108,7,0,14236
"Love County, OK",133.4428249,0,1,1,11,29,89,5,0,9742
"Ohio County, KY",133.4000334,3,7,1,21,132,136,26,7,23988
"Montague County, TX",133.3128237,0,4,2,20,109,356,26,0,19503
"Sitka City and Borough, AK",133.037694,0,1,1,10,17,120,6,0,9020
"Otsego County, NY",132.9377624,0,15,14,54,195,716,25,14,61683
"Trigg County, KY",132.93220459999998,0,4,2,12,55,144,8,0,14293
"Cumberland County, ME",132.7700241,1,70,137,171,1332,5831,218,47,285456
"Knox County, TX",132.73161670000002,0,0,0,5,7,25,1,0,3767
"Ionia County, MI",132.66118329999998,1,32,2,50,235,703,47,9,64073
"Carlton County, MN",132.5437112,1,15,3,28,132,724,29,7,35460
"Lawrence County, SD",132.4769169,0,10,0,23,66,585,15,0,24910
"Alcona County, MI",132.3501607,0,3,0,11,73,132,2,0,10578
"Itawamba County, MS",132.28642140000002,1,2,2,26,76,221,14,0,23434
"Vermillion County, IN",132.2584708,0,1,1,19,53,107,7,1,15878
"Rio Blanco County, CO",132.2168356,0,1,1,7,15,65,4,0,6807
"McCulloch County, TX",132.0528211,0,0,0,11,57,95,6,1,8330
"Trinity County, TX",132.0086153,1,1,1,16,71,112,10,1,14393
"Sanders County, MT",132.00739240000001,2,1,0,12,16,108,11,2,11363
"Somerset County, PA",131.9916362,2,11,8,80,209,561,28,14,76520
"Rusk County, WI",131.9902744,0,2,1,16,40,62,8,2,14395
"Lincoln County, NC",131.6779533,3,7,16,79,649,1318,53,9,79740
"Williamsburg city, VA",131.52702879999998,0,2,8,10,37,423,12,1,15206
"Chippewa County, WI",131.4705696,0,16,7,60,242,777,33,9,63132
"Holt County, MO",131.3485114,0,0,0,6,37,56,5,0,4568
"Osborne County, KS",130.9586171,0,1,0,4,23,64,5,0,3818
"Cortland County, NY",130.6762496,1,11,19,33,249,772,20,7,48976
"Griggs County, ND",130.66202090000002,0,0,0,3,3,3,0,0,2296
"Clinton County, MI",130.3118362,1,18,16,64,240,598,58,13,76739
"Clark County, MO",130.2460203,0,0,0,9,16,19,6,0,6910
"Manassas Park city, VA",130.0390117,0,1,1,19,20,201,13,0,16149
"Watauga County, NC",129.8403727,1,4,6,57,201,680,26,4,52372
"Ramsey County, ND",129.8251688,0,5,2,8,64,266,16,1,11554
"Washington County, VT",129.8066387,1,21,9,46,358,1207,26,7,59319
"Lee County, AR",129.80529209999997,0,2,6,5,87,158,14,2,10015
"Moffat County, CO",129.74128059999998,1,4,0,12,47,230,7,4,13103
"Williamson County, TN",129.7127717,2,24,28,204,372,1853,82,13,198901
"Merrimack County, NH",129.38460600000002,0,38,33,119,431,2266,75,26,146849
"Highland County, OH",129.333241,0,7,5,44,326,758,40,5,43299
"Lawrence County, AR",129.3280818,0,2,1,19,64,121,5,3,17011
"Nelson County, ND",129.2407108,0,0,0,4,11,11,8,0,3095
"Tucker County, WV",129.16188290000002,0,1,0,8,13,29,2,0,6968
"Summit County, CO",129.1493595,1,17,2,17,68,771,20,7,28649
"Calumet County, WI",128.98804850000002,0,8,7,49,102,469,18,0,49617
"Shelby County, KY",128.9126108,2,8,20,28,320,523,42,5,44216
"Pondera County, MT",128.8037353,0,0,0,8,1,38,3,0,6211
"Campbell County, WY",128.6947858,0,1,4,57,202,1171,50,13,48176
"Hood County, TX",128.53227479999998,1,3,3,61,171,857,54,5,52905
"Dawson County, NE",128.0621308,0,13,0,18,104,365,22,2,24207
"Venango County, PA",127.99821920000001,3,22,5,39,125,665,20,2,53907
"Nemaha County, KS",127.9401634,0,1,0,12,23,59,10,0,10161
"Franklin County, ME",127.88981799999999,0,15,4,20,151,507,22,2,30495
"Huntington County, IN",127.7486342,0,15,7,25,98,483,22,16,36791
"Susquehanna County, PA",127.7018399,2,21,16,15,210,271,24,9,42286
"Lewis County, WV",127.6440554,0,0,0,21,39,113,3,0,16452
"Wallace County, KS",127.46972590000001,0,2,0,0,0,2,0,0,1569
"Calloway County, KY",127.46634089999999,3,7,11,27,327,704,44,6,37657
"Frio County, TX",127.31801829999999,0,2,4,17,146,217,6,3,18065
"Columbia County, PA",127.2512239,3,23,9,50,306,1189,25,6,66797
"Prince Edward County, VA",127.18182620000002,1,9,6,13,81,395,15,1,22802
"Calvert County, MD",127.0942929,2,8,22,83,400,1259,45,12,90484
"San Juan County, UT",126.8950778,0,2,1,16,41,108,4,0,14973
"Howard County, MO",126.7427123,0,2,0,11,16,43,4,2,10257
"Emmet County, MI",126.7350634,0,21,0,21,78,414,10,1,33140
"Clinton County, IL",126.6256892,0,6,3,40,63,338,10,0,37907
"Wheeler County, GA",126.43823490000001,0,1,1,9,23,65,4,0,7909
"Yamhill County, OR",126.0858774,4,25,22,76,546,1456,98,24,100725
"Ida County, IA",126.0327685,0,2,0,7,39,50,1,1,7141
"Chesterfield County, VA",126.0126013,10,57,149,197,1679,4958,291,75,327745
"Page County, VA",125.9392973,2,6,7,15,112,329,11,11,23821
"Somerset County, ME",125.71074920000001,1,26,14,24,406,1162,44,17,51706
"Decatur County, IN",125.5851125,0,0,1,32,8,114,3,3,26277
"Bayfield County, WI",125.3628926,0,1,0,18,142,145,8,1,15156
"Big Horn County, WY",125.0625313,0,3,1,11,16,31,0,1,11994
"Randolph County, GA",125.05210500000001,0,0,2,7,39,71,2,0,7197
"Las Animas County, CO",124.6019659,0,1,7,10,41,121,5,0,14446
"Iberia Parish, LA",124.52962990000002,0,14,69,9,583,1257,15,1,73878
"Huron County, MI",124.1310824,0,15,0,25,120,378,13,1,32224
"Irion County, TX",124.06947890000001,0,0,0,2,16,18,0,0,1612
"Sullivan County, MO",124.06947890000001,0,1,0,7,29,45,8,0,6448
"Park County, CO",124.0617828,0,3,0,17,27,41,2,4,16121
"Dewey County, OK",123.86457469999999,0,0,0,6,15,31,6,0,4844
"York County, VA",123.73809779999999,0,2,15,65,129,1200,26,12,66269
"Pike County, PA",123.6945804,0,17,17,36,429,616,30,8,56591
"Kent County, RI",123.61014329999999,3,36,38,127,693,2803,196,31,165035
"Jackson County, TX",123.36371740000001,0,0,0,18,47,145,8,0,14591
"Kendall County, IL",123.16921940000002,2,38,14,93,297,1372,30,11,119348
"Wood County, TX",122.9140075,1,4,3,44,268,495,37,7,42306
"Caroline County, VA",122.8752816,1,9,7,19,90,298,19,10,29298
"Fulton County, PA",122.6993865,0,1,1,16,54,131,5,4,14670
"Clinton County, PA",122.6410372,0,13,2,34,143,562,17,4,39954
"Christian County, IL",122.4561199,0,4,0,38,83,238,23,9,34298
"Henry County, IL",122.3425592,0,18,0,43,98,693,13,6,49860
"Yoakum County, TX",122.18963829999998,1,5,4,0,55,93,8,0,8184
"Garfield County, CO",122.15978500000001,1,11,4,54,178,784,61,3,57302
"Marshall County, KY",122.1589996,0,11,5,22,180,288,33,3,31107
"Washington County, NY",122.0420649,6,11,7,53,233,621,31,5,63093
"Wilkin County, MN",122.00701540000001,0,2,2,4,30,81,2,0,6557
"Morris County, KS",121.9299774,0,1,0,6,55,56,4,0,5741
"Jefferson County, WI",121.8805098,1,13,3,86,256,1130,31,11,84509
"Marathon County, WI",121.84675370000001,2,28,24,111,485,1678,71,34,135416
"Tyrrell County, NC",121.6841081,0,1,2,2,10,45,5,0,4109
"Montgomery County, VA",121.6127725,0,29,16,72,341,1440,54,21,96207
"Grafton County, NH",121.61242460000001,0,28,14,67,302,1354,31,33,89629
"Midland County, MI",121.5457763,2,47,7,46,208,722,15,6,83919
"Essex County, NY",121.2527733,1,7,4,35,138,363,14,6,38762
"Livingston County, MO",121.0409522,0,3,2,13,87,252,18,3,14871
"Louisa County, VA",120.7836206,1,7,2,31,83,375,28,6,33945
"Wyoming County, NY",120.3919963,0,5,6,39,76,404,17,2,41531
"Nodaway County, MO",120.3731568,1,3,4,20,67,301,15,0,23261
"Lincoln County, ME",120.2769303,1,6,4,30,180,370,11,7,34088
"Wayne County, PA",120.27624740000002,2,21,6,33,263,569,28,17,51548
"Whitley County, KY",120.2259129,2,7,10,23,231,303,28,7,35766
"Washington County, VA",120.20325279999999,2,16,4,44,241,928,67,6,54907
"Ballard County, KY",120.0192031,0,2,0,8,47,111,8,3,8332
"Evans County, GA",120.0036924,0,0,3,10,53,95,12,0,10833
"Ellis County, OK",119.9040767,0,0,0,5,10,26,4,0,4170
"Patrick County, VA",119.77351920000001,0,2,5,15,66,220,27,2,18368
"Alfalfa County, OK",119.71951429999999,0,0,0,7,13,30,2,0,5847
"Baxter County, AR",119.63766880000001,3,13,3,30,215,969,45,1,40957
"Sublette County, WY",119.51000900000001,0,1,0,11,22,57,4,1,10041
"Dakota County, NE",119.3488328,0,3,5,17,57,317,24,0,20947
"Worth County, IA",119.3475666,0,1,0,8,45,59,9,1,7541
"Hood River County, OR",119.0738699,0,2,3,22,37,129,16,1,22675
"Grant County, WV",119.05774299999999,0,2,0,12,26,33,5,0,11759
"Clay County, WV",118.99610559999999,1,0,1,9,23,35,10,0,9244
"Pulaski County, KY",118.9228097,3,20,21,33,500,958,53,10,63907
"Clarke County, VA",118.48341229999998,0,1,0,16,42,132,7,4,14348
"Callahan County, TX",118.2994455,0,0,2,14,42,55,8,0,13525
"Minidoka County, ID",118.2732111,0,10,3,11,100,213,29,5,20292
"Niobrara County, WY",118.0637544,0,0,0,3,1,6,1,0,2541
"Rockingham County, NH",118.00731440000001,7,77,43,226,925,4649,223,54,299134
"Seminole County, OK",117.98945959999999,2,6,4,18,271,487,56,8,25426
"Hand County, SD",117.959304,0,0,0,4,3,12,0,0,3391
"Schley County, GA",117.90135590000001,0,0,0,6,16,37,1,0,5089
"Linn County, OR",117.87984679999998,0,25,42,73,708,2822,211,18,118765
"Camden County, NC",117.79719250000001,0,1,2,9,40,72,3,0,10187
"Augusta County, VA",117.70754409999999,2,7,2,76,132,688,38,3,73912
"Campbell County, VA",117.67900790000002,2,14,8,41,176,651,39,2,55235
"Albany County, WY",117.57789540000002,1,15,2,26,118,782,29,9,37422
"Walworth County, WI",117.53849140000001,1,9,12,99,287,1566,61,3,102945
"Oconee County, GA",117.5260761,0,0,4,36,61,397,32,1,34035
"Dakota County, MN",117.5004712,2,71,91,316,1293,7451,483,39,408509
"Wetzel County, WV",117.2549988,0,0,1,18,62,91,12,2,16204
"Major County, OK",117.14174150000001,0,1,0,8,46,120,6,0,7683
"Shenandoah County, VA",117.1399119,0,6,6,38,187,521,19,5,42684
"Bullitt County, KY",117.1051604,1,20,24,45,531,831,82,8,76854
"Winston County, MS",117.09601869999999,1,3,4,14,37,70,3,1,18788
"Pacific County, WA",117.0845936,0,3,1,19,332,243,14,0,20498
"Meeker County, MN",116.78705829999998,0,14,1,12,87,294,23,0,23119
"Custer County, CO",116.68611440000001,0,1,0,4,13,35,3,1,4285
"Wilkinson County, GA",116.6242578,0,1,1,9,50,96,6,0,9432
"Greene County, OH",116.4187152,3,51,63,73,829,3470,118,12,163204
"Starke County, IN",116.39436129999999,0,2,0,25,34,151,10,3,23197
"Freeborn County, MN",116.3241567,0,3,1,32,86,531,23,6,30948
"Miami County, IN",116.21472050000001,0,3,6,33,108,237,14,1,36140
"Jefferson County, WV",116.20939479999998,0,2,11,51,151,654,27,7,55073
"Barren County, KY",116.20610309999999,1,18,6,26,159,366,31,4,43027
"Hancock County, OH",116.13635459999999,0,21,21,45,382,1517,32,5,75773
"Fremont County, ID",116.03620330000001,0,5,0,10,27,83,3,0,12927
