County,Crime Rate per 100k,Murder,Rape,Robbery,Assault,Burglary,Larceny,MV Theft,Arson,Population,Avg_Rating,Median_Rating,Avg_Price,Rest_Count,Avg_Lat,Avg_Lng
"Lee County, IL",97.53858512,2,11,2,19,158,462,8,3,34858,3.9642857142857144,4.0,1.2857142857142858,14,41.72609515729025,-89.31531181202124
"Texas County, MO",97.51911375,1,3,0,21,156,403,27,2,25636,3.227272727272727,4.0,1.2,11,37.31395518379218,-91.9608440681223
"Pembina County, ND",97.47945969,0,1,0,6,15,37,4,1,7181,3.1,3.0,1.6666666666666667,5,48.79384339188346,-97.62257545903988
"Scott County, VA",97.17314488,0,8,3,11,105,272,16,5,22640,4.1,4.5,1.1666666666666667,15,36.66778801826095,-82.58620351167595
"Fulton County, NY",97.09449309,0,5,12,36,302,1166,44,2,54586,3.5875,4.0,1.6296296296296295,40,43.07128178542045,-74.37329329486683
"Armstrong County, PA",96.90633856,0,14,9,43,177,428,29,3,68107,3.64,3.5,1.3529411764705883,50,40.80236209167775,-79.523556869233
"Choctaw County, AL",96.82705199,1,0,0,12,38,42,5,0,13426,3.4166666666666665,3.75,1,6,32.05895715110185,-88.2361464887154
"Rosebud County, MT",96.47336263,0,1,1,7,6,35,6,0,9329,3.8285714285714287,4.0,1.3157894736842106,35,45.89102352510654,-107.12559296645682
"Perry County, KY",96.39414495,0,5,8,15,92,280,11,3,28010,3.268292682926829,3.5,1.2413793103448276,41,37.26283743459421,-83.2261431391754
"Grayson County, KY",96.16494211,0,10,1,13,141,198,23,3,25997,3.2916666666666665,3.25,1.125,24,37.47728129326813,-86.28536503264533
"Henry County, OH",96.11277232,2,12,3,10,171,538,19,3,28092,3.3970588235294117,4.0,1.16,34,41.380994682253665,-84.12280369143629
"Mellette County, SD",96.10764056,0,0,0,2,6,9,2,0,2081,3.730769230769231,4.0,1.4,26,43.80448704073942,-100.97755761336316
"Adair County, KY",96.09224856,0,3,5,10,47,49,6,1,18732,3.34375,3.5,1.2727272727272727,16,37.09615567022889,-85.30727905239577
"Pendleton County, KY",96.08785175,0,2,3,8,81,117,12,0,14570,3.8846153846153846,4.0,1.4,13,38.75429667333744,-84.37503962002651
"Todd County, KY",95.97696553,0,2,3,6,71,64,13,0,12503,3.9285714285714284,4.0,1,7,36.81475200467903,-87.17824524610381
"Camas County, ID",95.96928983,0,0,0,1,3,6,0,0,1042,4.15,4.0,1.9183673469387754,50,43.62885587158246,-114.37423950902944
"Apache County, AZ",95.92126116,1,2,3,63,159,237,12,41,71934,3.92,4.0,1.6136363636363635,50,35.33533032663675,-109.20575785029882
"Doddridge County, WV",95.87727709,0,0,0,8,12,24,1,1,8344,4.23,4.5,1.4634146341463414,50,39.239224394740326,-80.48619068686808
"Worth County, MO",95.6937799,0,1,0,1,15,22,3,0,2090,3.7419354838709675,4.0,1.2352941176470589,31,40.897422896868385,-91.41480251260973
"Warren County, VA",95.60970568,0,13,6,18,101,738,35,1,38699,3.96,4.0,1.6590909090909092,50,38.92550551121527,-78.1819593438327
"Prairie County, AR",95.53379508,1,1,0,5,17,123,1,0,8374,4.416666666666667,4.5,1.2,6,34.78720821828374,-91.51679593607545
"Craig County, OK",95.41984733,1,3,0,10,45,128,27,6,14672,4.04,4.0,1.5,50,36.6716419743327,-95.01492019904912
"Coahoma County, MS",95.30617107,0,2,5,17,731,192,5,0,25182,3.945945945945946,4.0,1.2307692307692308,37,34.196296957549905,-90.57576006114901
"Oldham County, TX",95.14747859,0,0,0,2,4,22,0,0,2102,4.3,4.5,1.6938775510204083,50,35.2368352557283,-101.94673479891252
"Gloucester County, VA",95.0209046,2,9,6,18,103,572,13,3,36834,3.534090909090909,3.5,1.4722222222222223,44,37.387436046813974,-76.50922679176013
"Montgomery County, MS",94.75978395,0,0,0,10,8,24,2,0,10553,3.92,4.0,1.3636363636363635,50,33.61650557100365,-89.75003509260529
"Gallia County, OH",94.70624735,2,5,10,12,323,686,21,2,30621,3.55,3.75,1.1666666666666667,10,38.858857169215334,-82.31390689738566
"Cass County, NE",94.64842055,0,15,1,8,67,388,37,2,25357,3.96875,4.5,1.125,16,41.01867828746522,-96.16824303589739
"DuPage County, IL",94.62240083,6,115,259,502,2222,12033,495,101,932126,4.22,4.0,1.7916666666666667,50,41.83225278272753,-88.07798585172361
"Ashtabula County, OH",94.17799641,2,12,17,63,507,1158,61,6,99811,3.466666666666667,3.5,1.3333333333333333,30,41.73023319182213,-80.83709093154899
"Schuyler County, IL",94.0354648,0,0,0,7,7,54,1,0,7444,4.5,4.5,1.375,9,40.119570633078965,-90.56862427234898
"Allen Parish, LA",93.98128206,0,1,2,21,57,223,6,0,25537,3.4634146341463414,3.5,1.4583333333333333,41,30.575342005671427,-92.7839500686483
"Sheridan County, WY",93.88412017,1,4,2,21,108,386,18,3,29824,3.94,4.0,1.5454545454545454,50,44.79282848614549,-106.95140510883634
"Nicollet County, MN",93.84838944,0,12,4,15,79,475,17,1,33032,3.513157894736842,4.0,1.434782608695652,38,44.30509771353024,-94.45073412084578
"Sharp County, AR",93.84714646,0,3,1,12,73,144,6,2,17049,3.2083333333333335,3.25,1.3333333333333333,12,36.25157962662554,-91.56115751267156
"Franklin County, TX",93.80863039,0,2,1,7,45,49,11,0,10660,3.5789473684210527,4.0,1.4,19,33.1751683557941,-95.21181175801578
"Mercer County, KY",93.68120287,0,4,7,10,118,130,24,2,21349,4.042857142857143,4.0,1.434782608695652,35,37.77569299751088,-84.83386684069379
"Clay County, KY",93.61542782,0,2,3,15,44,88,13,5,21364,3.107142857142857,3.25,1.3333333333333333,14,37.14248677907225,-83.76332823143542
"Atoka County, OK",93.53863865,1,3,0,9,116,124,13,3,13898,3.217391304347826,3.5,1.125,23,34.38188939354363,-96.13027875261099
"Preble County, OH",93.45346497,2,7,1,29,271,667,34,0,41732,3.423076923076923,3.5,1.1153846153846154,39,39.74678938555195,-84.60235992119927
"Jackson County, SD",93.28358209,0,0,0,3,5,2,1,0,3216,3.7045454545454546,3.75,1.6,44,43.83691541528783,-101.88269517039902
"Bergen County, NJ",93.26422631,7,32,301,523,2068,8693,621,35,925328,4.17,4.0,1.8979591836734695,50,40.93059226608304,-74.08117961549361
"Steele County, MN",93.24009324,0,7,1,26,118,586,26,5,36465,3.63,3.75,1.5454545454545454,50,44.08738997877361,-93.2332445313019
"Attala County, MS",93.18217114,1,0,4,13,57,80,0,0,19317,3.4166666666666665,3.5,1.4,18,33.05723267034233,-89.58138923474532
"Mercer County, ND",93.10986965,1,2,0,5,27,67,9,1,8592,2.7916666666666665,3.0,1.5714285714285714,12,47.293436820836064,-101.72989065384841
"Douglas County, MN",93.03598303,1,5,3,25,116,381,29,3,36545,3.58,3.5,1.5714285714285714,50,45.884422598283955,-95.39171874531318
"Crawford County, PA",92.70280168,1,12,16,52,413,972,34,16,87376,3.91,4.0,1.7179487179487178,50,41.64064239697151,-80.15037888338281
"Madison County, MS",92.61841214,3,7,19,64,239,1067,56,1,100412,3.1379310344827585,3.5,1.4210526315789473,29,32.60398265778904,-90.0484848529035
"Greenbrier County, WV",92.58220177,4,6,0,23,95,382,28,6,35644,4.28,4.5,1.9555555555555555,50,37.85158145759353,-80.3709715365143
"King George County, VA",92.27312846,0,5,3,15,58,279,15,2,24926,3.47,3.5,1.380952380952381,50,38.30887846155685,-77.10648914836992
"Hubbard County, MN",91.97405364,0,8,0,11,117,318,22,1,20658,4.07,4.0,1.7446808510638299,50,47.15274461454318,-94.85378171850381
"Presque Isle County, MI",91.86954525,0,1,0,11,48,72,3,1,13062,4.0,4.0,1.6,19,45.42817093371489,-83.83317458116163
"Kearney County, NE",91.63103238,0,1,0,5,33,153,5,1,6548,3.95,4.0,1.4,10,40.50814343379969,-98.95452106945963
"Cherokee County, GA",91.51244303,3,35,32,136,774,2189,168,1,225106,3.91,4.0,1.7234042553191489,50,34.23358453068459,-84.47199406492265
"Edmonson County, KY",91.19548997,0,2,1,7,60,28,4,0,12062,3.8,4.0,1,10,37.20519712426434,-86.24627783874533
"Yancey County, NC",91.08505067,1,1,1,13,88,110,4,1,17566,3.7857142857142856,4.0,1.4210526315789473,28,35.91471565501836,-82.31165840507099
"Clay County, AR",90.89728607,0,2,1,11,93,90,3,3,15402,4.19,4.25,1.2820512820512822,50,36.159378833417236,-90.44286012584686
"Madison County, MT",90.76763485,0,0,0,7,4,51,2,3,7712,4.0,4.0,1.8333333333333333,9,45.29820374848567,-111.9662255294399
"Davis County, UT",90.6567648,2,105,21,164,987,5288,284,18,322094,4.36,4.5,1.7551020408163265,50,40.93370739903892,-112.1117077687421
"Penobscot County, ME",90.6340471,8,19,61,51,912,3573,138,20,153364,4.13,4.0,1.4594594594594594,50,45.45666396748118,-68.79936621720759
"Dodge County, NE",90.37381898,0,12,1,20,134,688,49,6,36515,3.7142857142857144,4.0,1.3333333333333333,7,41.586629974588476,-96.5670824429553
"Northumberland County, VA",90.16393443,1,2,0,8,9,50,2,1,12200,4.1,4.0,1.7272727272727273,15,37.8470829262405,-76.42326591432101
"Effingham County, GA",89.98090201,1,16,10,22,193,341,29,1,54456,3.3,3.25,1.2121212121212122,50,32.29974151513521,-81.25700126869067
"Mathews County, VA",89.91794987,0,3,0,5,19,99,5,1,8897,4.055555555555555,4.5,1.6363636363636365,18,37.42440808847428,-76.3229813865137
"Jefferson County, OR",89.85575786,1,6,6,6,113,368,35,11,21145,3.64,3.75,1.3823529411764706,50,44.62206641986254,-121.14138340473129
"Marion County, KY",89.7979546,0,7,1,11,99,143,19,1,20045,3.5416666666666665,4.0,1.25,24,37.56778734325996,-85.28175743518587
"Rockbridge County, VA",89.65795490000002,0,1,2,17,121,230,13,6,22307,3.97,4.0,1.511111111111111,50,37.78176524293618,-79.42262959226724
"Washington County, WI",89.64961315,2,10,21,86,309,1922,37,5,132739,4.07,4.0,1.6938775510204083,50,43.3868277561166,-88.21428008085468
"Leon County, TX",89.59503046,1,4,1,9,94,112,22,0,16742,3.375,3.5,1.2,12,31.257157262356824,-95.9841386953367
"Real County, TX",89.55223881,2,0,0,1,3,12,2,0,3350,4.263888888888889,4.5,1.368421052631579,36,29.72997966379763,-99.80134989550153
"Orange County, VA",89.36550492,1,7,4,19,56,310,11,0,34689,3.4571428571428573,4.0,1.5,35,38.244946537816006,-78.0770345834947
"Jefferson County, IA",89.23259964,1,1,1,12,76,187,32,0,16810,3.8125,4.0,1.5135135135135136,48,41.00845369771619,-91.96900225360659
"Cheyenne County, NE",89.18838569,2,0,0,7,16,84,3,0,10091,3.473684210526316,3.5,1.3333333333333333,19,41.133440641441666,-102.97346368223121
"Laurel County, KY",88.98141464,3,9,20,21,329,579,71,2,59563,3.4,3.5,1.3170731707317074,50,37.4098454052834,-82.41159192811409
"Norton County, KS",88.93632159,0,2,0,3,16,53,3,0,5622,4.083333333333333,4.0,1.25,12,39.83363765019916,-99.88935834847877
"Shawano County, WI",88.85046707,1,10,1,25,239,577,37,1,41643,3.5172413793103448,4.0,1.5714285714285714,29,44.77847713735183,-88.59700150817504
"Falls Church city, VA",88.83624519,1,1,7,3,14,194,3,0,13508,4.08,4.0,1.7551020408163265,50,38.88506135659877,-77.17871485297468
"Giles County, VA",88.62629247,0,6,0,9,45,239,7,1,16925,3.3846153846153846,3.5,1.2222222222222223,26,37.332493427498115,-80.7077514680855
"Jackson County, OH",88.46048257,1,3,5,20,229,664,29,2,32783,3.433333333333333,3.5,1.2352941176470589,45,39.0808868651077,-82.60837038518036
"Livingston County, MI",88.37418606,1,48,14,100,428,1557,111,11,184443,4.0,4.0,1.6666666666666667,50,42.58477304486008,-83.87908575573942
"Defiance County, OH",88.23834735,0,17,4,13,142,651,9,4,38532,3.8333333333333335,4.5,1,6,41.290564056555134,-84.55154731065495
"Morgan County, CO",88.01577243,0,0,3,22,94,389,15,2,28404,3.338235294117647,3.5,1.48,34,40.25590562725442,-103.80388871706073
"Botetourt County, VA",87.87346221,0,3,1,25,75,203,9,2,33002,4.035714285714286,4.0,1.4,14,37.51003738777074,-79.69887758912533
"Hamilton County, NE",87.79631255,0,1,0,7,65,68,2,1,9112,3.9,4.25,1,10,40.881975029930906,-98.00299961962013
"Fall River County, SD",87.73212458,0,0,0,6,8,12,5,0,6839,4.22,4.5,1.575,50,43.51270709377314,-103.49872667902534
"Fairfax city, VA",87.59854837,0,4,7,10,24,401,22,1,23973,4.12,4.0,1.78,50,38.858651836755925,-77.29611554991604
"Lincoln County, WA",87.37015824,0,0,0,9,56,130,12,2,10301,4.11,4.0,1.5217391304347827,50,47.610840490387254,-118.24186483173614
"Dickens County, TX",87.29812309,0,0,0,2,9,4,0,0,2291,4.5,4.5,1.25,6,33.59621851666667,-100.85354468333334
"Morgan County, OH",87.22490607,0,1,0,11,50,94,5,0,14904,3.75,4.0,1.2,16,39.62935040831938,-81.83278421720955
"Traverse County, MN",87.08272859,0,1,0,2,8,26,3,1,3445,4.666666666666667,5.0,1.5,9,44.51094486537539,-96.70272931272288
"Carroll County, VA",87.00599003,0,5,3,18,90,362,24,3,29883,3.3833333333333333,3.5,1.15,30,36.74038559760119,-80.74283924630765
"King William County, VA",86.97272784,0,1,0,13,39,99,12,0,16097,3.6,3.5,1.5,15,37.69472544457913,-77.1528720551055
"Hughes County, OK",86.81183535,0,2,3,7,50,100,25,1,13823,3.642857142857143,3.5,1.2941176470588236,28,35.015267562835625,-96.24704919120005
"Wood County, OH",86.64438668,1,29,19,63,464,2083,66,9,129264,3.91,4.0,1.5510204081632653,50,41.37626577507474,-83.64791420749141
"Union County, KY",86.49943443,0,4,0,8,47,79,6,3,15029,3.2916666666666665,3.75,1.25,12,37.694929414151446,-87.90387163337186
"Champaign County, OH",86.17412242,1,3,4,26,229,677,27,6,39455,3.4893617021276597,3.5,1.3823529411764706,47,40.11221330508852,-83.7450962153483
"Keith County, NE",86.10086101,0,2,3,2,15,118,6,0,8130,3.4482758620689653,3.5,1.2727272727272727,29,41.13199085265349,-101.7127773148639
"Butler County, KY",85.98452279,0,2,2,6,44,62,9,1,12793,3.1363636363636362,3.0,1,11,37.22072993718211,-86.69503648350059
"Prince George County, VA",85.89912222,0,5,8,19,91,331,52,1,37253,4.181818181818182,4.0,1.375,11,37.21863238028531,-77.16659082290744
"Richland County, ND",85.68455842,0,4,1,9,54,209,23,0,16339,4.12,4.0,1.736842105263158,50,46.633533704860234,-96.75023759710072
"Bledsoe County, TN",85.66311035,0,0,1,10,22,74,9,1,12841,4.090909090909091,4.5,1.6,11,35.600839118587956,-85.17803060606273
"Livingston County, KY",85.47921787,0,4,0,4,34,54,12,1,9359,4.28,4.5,1.4782608695652173,50,37.078604795865424,-88.5361280317118
"Forsyth County, GA",85.46352447,0,15,10,142,395,1432,33,2,195405,4.15,4.0,1.6382978723404256,50,34.17552774361978,-84.11358932000479
"Meigs County, OH",85.12087164,1,6,5,8,177,182,16,1,23496,3.625,4.0,1.1875,24,39.01742923541113,-82.02805466939891
"Houston County, MN",85.11091015,0,0,0,16,35,92,9,0,18799,4.25,4.5,1.5,12,43.678463011666416,-91.52691775671488
"Madison County, NE",85.0388344,0,18,0,12,131,725,41,3,35278,3.69,3.75,1.5,50,42.00533726691204,-97.47004613859991
"Athens County, OH",85.03269894,0,12,21,21,372,1125,28,4,64681,3.98,4.0,1.553191489361702,50,39.33295633529485,-82.09403789073909
"Livingston County, NY",85.00115911,0,14,1,40,169,953,15,2,64705,3.78,4.0,1.4130434782608696,50,42.77432613487499,-77.81151591123407
"Warren County, OH",84.86601664,0,38,46,101,797,3144,67,31,219169,3.77,4.0,1.6136363636363635,50,39.40918620080052,-84.20996940954801
"Kossuth County, IA",84.8508583,0,1,0,12,53,57,4,0,15321,4.075757575757576,4.5,1.4210526315789473,33,43.085098006105504,-94.17314938923789
"Allamakee County, IA",84.69193309,0,1,1,10,25,97,6,1,14169,4.458333333333333,4.5,1.75,12,43.31678941705291,-91.31531551595475
"Stark County, IL",84.64533604,0,0,0,5,24,41,4,1,5907,3.3125,4.0,1.5,8,41.07288885612241,-89.80274340375331
"Ripley County, IN",84.45054365,1,4,1,18,113,308,13,1,28419,3.625,4.0,1.3333333333333333,20,39.101143033684615,-85.19587164476506
"Loudoun County, VA",84.36308729,3,59,52,181,350,3468,150,38,349679,4.2,4.0,1.7755102040816326,50,39.10790474932283,-77.57541899063676
"Aroostook County, ME",84.21954179,1,16,9,33,271,915,37,6,70055,4.15625,4.5,1.5714285714285714,16,46.31877295437847,-68.36475830187379
"Charles City County, VA",84.15147265,0,1,1,4,2,10,0,0,7130,4.321428571428571,4.25,1.6,14,37.37187361201784,-76.99946176918007
"Bear Lake County, ID",84.13259297,0,1,0,4,18,77,1,1,5943,3.735294117647059,4.0,1,17,42.30481930902348,-111.31873018113588
"McLean County, ND",84.06010297,0,1,1,6,37,79,14,0,9517,3.8333333333333335,4.0,1.8,6,47.45565873617191,-101.45241359315033
"Jones County, GA",84.00714061,1,2,3,18,150,372,36,4,28569,3.625,3.5,1.1538461538461537,20,33.00052589416803,-83.557602880147
"Dickenson County, VA",83.94679065,1,1,0,11,23,165,15,6,15486,3.375,3.25,1.3333333333333333,8,37.16401295332171,-82.41919624040933
"Potter County, SD",83.54218881,0,0,0,2,0,0,1,0,2394,3.8518518518518516,4.0,1.4705882352941178,27,45.284511941904306,-100.2273559391977
"Crook County, WY",83.51893096,0,3,0,3,20,115,8,0,7184,3.75,4.0,1.5,10,44.63273665848276,-104.64763241071421
"Medina County, OH",83.46911357,4,19,15,108,290,1365,22,1,174915,3.96,4.0,1.7391304347826086,50,41.15159896840203,-81.85767999342335
"Union County, GA",83.46471297,0,0,1,17,96,183,13,5,21566,3.93,4.0,1.4857142857142858,50,34.8595481718587,-83.96308587950776
"Crosby County, TX",83.45852112,0,1,1,3,27,17,3,0,5991,3.0,3.0,1.3333333333333333,5,33.66919321319778,-101.3286790737636
"Madison County, VA",83.33333333,1,4,1,5,17,132,4,5,13200,3.8684210526315788,4.0,1.411764705882353,19,38.438533468781245,-78.18447861662183
"Bristol County, RI",83.29947176,0,6,11,24,146,562,17,6,49220,4.3,4.5,1.8297872340425532,50,41.73207005590945,-71.31716440765702
"Carson County, TX",83.19467554,0,2,0,3,16,32,6,1,6010,4.06,4.0,1.3333333333333333,50,35.45743226964891,-101.2819837305438
"Madison County, OH",83.18506366,1,4,10,21,266,559,39,6,43277,3.039473684210526,3.0,1.15625,38,39.91651643920778,-83.41358509650965
"Rankin County, MS",83.12495316,3,22,14,83,538,1407,79,11,146767,3.97,4.0,1.6808510638297873,50,32.335463541004586,-90.04999251050691
"Douglas County, CO",83.01657390000003,1,50,15,188,539,2438,93,28,305963,3.7,3.5,1.7173913043478262,50,39.39982935794615,-104.89244300255874
"Tompkins County, NY",82.99796365,0,10,33,43,294,1736,38,2,103617,4.09,4.0,1.8085106382978724,50,42.4405388952784,-76.49857738235204
"Portage County, OH",82.99666793,0,16,48,71,872,2275,47,17,163862,3.81,4.0,1.35,50,41.15211357663816,-81.26298512909847
"Nance County, NE",82.80430582,0,1,0,2,10,13,3,0,3623,4.086956521739131,4.5,1.2,23,41.345094198869944,-97.91104843123948
"Ottawa County, KS",82.75405495,0,1,1,2,22,77,7,1,6042,3.7142857142857144,4.0,1,7,39.091009036774444,-97.67695492081336
"Teton County, MT",82.44023083,1,1,0,3,6,45,3,0,6065,4.5,4.5,1.5,9,47.82444586167885,-112.186210033827
"Rush County, IN",82.33356857,0,5,2,7,125,355,11,0,17004,3.7,4.0,1.2307692307692308,25,39.61877705480786,-85.44316355019865
"Sterling County, TX",82.03445447,0,0,0,1,1,0,1,0,1219,4.0,5.0,1,5,31.7194366,-100.8101972
"Winona County, MN",81.98001249,0,6,8,28,123,553,40,6,51232,3.71,3.5,1.4130434782608696,50,44.04776193375306,-91.64872019090721
"San Juan County, WA",81.88976378,0,4,0,9,73,133,11,0,15875,4.12,4.0,1.8936170212765957,50,48.57866634392003,-122.9782640821933
"Fauquier County, VA",81.83671344,2,11,8,34,117,596,39,10,67207,3.83,4.0,1.530612244897959,50,38.74147718670179,-78.33360450283989
"Pepin County, WI",81.52173913,0,3,0,3,28,53,4,1,7360,4.111111111111111,4.0,1.2857142857142858,9,44.615136930290014,-91.96687456801524
"Madison County, NY",81.51197812,0,11,5,43,271,974,30,2,72382,3.588235294117647,4.0,1.5833333333333333,17,42.90803900077245,-75.62199634582416
"Sanpete County, UT",81.45341219,0,10,5,8,56,296,18,0,28237,3.892857142857143,3.5,1.4615384615384615,14,39.359129213819486,-111.58683081841171
"Becker County, MN",81.24943577,0,8,1,18,49,232,33,0,33231,4.09,4.0,1.8,50,46.843083606189566,-95.54847827103748
"Kimball County, NE",81.03727715,0,0,0,3,1,24,1,0,3702,3.8333333333333335,4.25,1,12,41.234148747334494,-103.65725164793942
"Middlesex County, CT",80.93644677,2,19,37,76,316,1457,115,4,165562,4.07,4.0,1.9387755102040816,50,41.43938864497301,-72.49586882140363
"Harlan County, KY",80.70458613,0,5,3,15,77,152,8,2,28499,3.97,4.0,1.2962962962962963,50,36.87309100213073,-83.07501386244239
"Curry County, OR",80.57657012,0,2,3,13,104,268,25,7,22339,4.22,4.0,1.7916666666666667,50,42.31820778149874,-124.15372241926644
"Pike County, AR",80.52250157,0,1,1,7,34,58,7,0,11177,4.0,4.0,1,12,34.07053126439635,-93.6972792858621
"Pike County, MO",80.34709947,0,1,0,14,77,218,15,1,18669,3.5,3.5,1.2,22,39.38072794018901,-91.13085862979678
"Andrew County, MO",80.25222127,1,2,0,11,43,102,10,0,17445,3.3125,3.5,1.1666666666666667,8,39.943122242809885,-94.83534981303508
"Rappahannock County, VA",80.23535705,0,3,0,3,2,14,0,0,7478,4.159090909090909,4.25,2.066666666666667,22,38.70804969553591,-78.13155133180557
"Blackford County, IN",80.12178511,0,1,3,6,66,193,7,0,12481,3.5,3.5,1.2857142857142858,23,40.455674036492795,-85.34310590147214
"Madison County, ID",80.10680908,1,9,1,19,46,260,5,2,37450,3.74,3.5,1.325,50,43.8240635911826,-111.78635293465702
"Warren County, NJ",80.09014798,1,9,18,59,312,1314,46,3,107379,3.89,4.0,1.5609756097560976,50,40.81691743408217,-75.00713007420127
"Fulton County, OH",80.02259462,1,8,1,24,158,549,17,3,42488,3.5454545454545454,4.0,1.4,33,41.57953026677998,-84.11839345731727
"Chisago County, MN",79.98363126,1,4,3,35,91,469,46,13,53761,3.4038461538461537,3.5,1.4666666666666666,26,45.513362289732726,-92.958432519767
"Glasscock County, TX",79.93605116,0,0,0,1,3,9,1,0,1251,3.5833333333333335,3.75,1.5714285714285714,12,32.07501445816879,-101.816271693285
"Lamoille County, VT",79.78617306,0,2,0,18,51,312,39,1,25067,3.8636363636363638,4.0,1.7647058823529411,44,44.56641709637705,-72.66947593485405
"Fairfax County, VA",79.75779097,16,124,353,409,1155,13627,830,72,1130924,4.14,4.0,1.6938775510204083,50,38.852453705284795,-77.30117862293113
"Price County, WI",79.69859441,0,0,0,11,40,166,10,1,13802,3.611111111111111,3.75,1.5,18,45.691323495517985,-90.39855719083154
"Yates County, NY",79.50389569,0,6,0,14,111,291,4,3,25156,3.8181818181818183,4.0,1.606060606060606,44,42.63953816097646,-77.08499486444688
"Crawford County, OH",79.42440665,0,4,7,23,350,682,20,2,42808,3.0925925925925926,3.0,1.1904761904761905,27,40.80417546094996,-82.9740378496425
"Elk County, PA",79.41802471,1,4,2,18,133,517,12,15,31479,4.03,4.0,1.3714285714285714,50,41.41121346556919,-78.59000362328369
"Harding County, SD",79.23930269,0,0,0,1,0,0,0,0,1262,4.1,4.0,1.3333333333333333,5,45.74598036773076,-103.4316651078604
"Clearwater County, MN",79.20343969,0,6,1,0,43,47,7,0,8838,2.7,3.0,1.5,5,47.52393360473632,-95.38550404892578
"Gillespie County, TX",78.8736838,0,5,4,11,60,270,13,0,25357,4.0,4.0,1.9148936170212767,50,30.273439001563165,-98.87455387870597
"Hancock County, GA",78.83770695,0,0,2,5,42,70,8,0,8879,3.98,4.0,1.6666666666666667,50,33.25597073718643,-83.22182893467732
"Clayton County, IA",78.77116975,0,1,0,13,18,37,3,2,17773,4.21,4.5,1.4594594594594594,50,42.94496043433659,-91.23327124948803
"Martin County, IN",78.74015748,0,0,0,8,26,69,9,5,10160,3.6470588235294117,4.0,1.3,17,38.672077315501845,-86.87586466896606
"Lawrence County, IL",78.51189757,1,1,0,11,33,90,5,5,16558,3.375,4.0,1.2857142857142858,16,38.72629546213483,-87.69303371123168
"Ralls County, MO",78.49293564,0,0,0,8,47,151,9,0,10192,4.07,4.0,1.4146341463414633,50,39.64224467000989,-91.38789317577013
"Fayette County, GA",78.43861025,3,7,21,54,286,1125,130,5,108365,4.08,4.0,1.7551020408163265,50,33.42854611203944,-84.54034087848204
"Clermont County, OH",78.41452816,2,34,32,89,1240,4158,118,30,200218,3.95,4.0,1.5555555555555556,50,39.06867989913425,-84.23301380561071
"Bosque County, TX",78.40940913,0,3,0,11,68,118,7,3,17855,4.5,4.5,1.75,11,31.905411889061536,-97.67656603754506
"Polk County, NC",78.38910391,0,7,1,7,100,169,14,3,20411,3.6931818181818183,4.0,1.5666666666666667,44,35.244083860510514,-82.19580489216021
"San Miguel County, CO",78.14535035,0,0,0,6,8,105,2,0,7678,4.26,4.5,2.142857142857143,50,37.91890628378956,-107.9071819078896
"Newton County, IN",78.08617875,0,0,0,11,74,123,9,1,14087,4.571428571428571,4.5,1.6666666666666667,7,41.05648775843883,-87.37736971219813
"Franklin County, ID",77.79679477,0,4,0,6,23,83,2,0,12854,3.8548387096774195,4.0,1.380952380952381,31,42.08327337429461,-111.85098067204743
"Stone County, MS",77.70870337,0,3,0,11,45,74,1,0,18016,3.6785714285714284,4.0,1.1666666666666667,28,30.825120204576308,-89.1343353999597
"Greeley County, KS",77.51937985,0,1,0,0,1,3,0,0,1290,3.76,4.0,1.2758620689655173,50,38.22889389699008,-102.11225830049158
"Cottonwood County, MN",77.47933884,0,4,0,5,45,93,5,2,11616,3.515625,4.0,1.4375,32,43.83455665698412,-95.13650241276922
"Roseau County, MN",77.31958763,1,4,0,7,9,116,3,0,15520,3.5454545454545454,3.5,1.375,11,48.847181953406164,-95.76785338017446
"Van Wert County, OH",77.304192,0,4,1,17,181,513,5,3,28459,3.3666666666666667,3.5,1.3636363636363635,30,40.86853248400896,-84.58870566836195
"Meade County, SD",77.20020587,0,5,0,16,36,201,11,0,27202,4.11,4.0,1.8297872340425532,50,44.107565618104154,-103.2203554455108
"Thayer County, NE",77.08614377,0,0,0,4,27,52,1,0,5189,4.363636363636363,4.5,2,11,40.14080089233155,-97.61453439511524
"Rooks County, KS",77.07129094,1,1,0,2,10,21,6,0,5190,4.9,5.0,1,5,39.4324634796904,-99.27577467057192
"Dodge County, WI",76.97183736,1,12,6,49,248,1096,26,8,88344,3.79,4.0,1.5238095238095237,50,43.44534278452086,-88.75901095220243
"Forest County, WI",76.70392286,0,3,1,3,44,156,11,0,9126,3.8,4.5,1.5,5,45.70126464890326,-88.75508098696466
"Hancock County, ME",76.57945118,3,4,6,29,256,771,29,2,54845,4.25,4.5,1.836734693877551,50,44.49081994528269,-68.36406832260903
"Hancock County, WV",75.93014427,0,3,3,17,59,215,18,1,30291,3.74,4.0,1.2592592592592593,50,40.51890774464521,-80.59436330173638
"Rockingham County, VA",75.89302942,0,13,4,42,204,479,49,0,77741,4.25,4.5,1.6326530612244898,50,38.445746436872064,-78.86361180420286
"Knox County, ME",75.85335019,1,4,6,19,136,641,35,4,39550,4.15,4.0,2.0476190476190474,50,44.10766865546558,-69.1041748048117
"Winnebago County, IA",75.80064431,0,1,1,6,13,32,1,1,10554,4.5,4.5,1.6666666666666667,6,43.350496300813816,-93.68800989541018
